,Type,Entity 1,Relationship,Type.1,Entity2
1237,PERSON,Lobo, Fabric of ,O, Life
1238,NORP,Bolivians, act in ,DATE, Bubba 1990
1239,ORG,Yorke, operated ,O, store in La Paz
1240,CARDINAL,hundreds, were ,O, confiscated
1241,CARDINAL,1, became involved in ,GPE, Coroma textile inventory process
1242,PERSON,Roger Yorke, illegally importing ,NORP, Bolivian cultural property
1243,ORG,Yorke, appealed ,O, search
1244,ORG,Yorke, unsuccessfully appealed search In ,O, October
1245,PERSON,Murra, sent ,O, copies
1246,PERSON,Roger Yorke, illegally importing ,O, cultural property
1247,GPE,Bolivia, University of ,O, Cambridge
1248,ORG,Yorke, lived for ,O, nine years
1249,PERSON,Roger Yorke, importing ,O, cultural property
1250,ORG,Yorke, appealed search In ,O, October
1251,ORG,Yorke, lived in ,O, South America
1252,GPE,US, entered In ,DATE, 2001
1253,GPE,US, entered ,GPE, Bolivia
1254,ORG,Yorke, seizure on ,O, grounds
1255,CARDINAL,hundreds, were ,DATE, In February 1988 confiscated from premises of Steven Berger
1256,DATE,Forty three, had ,PERSON, had seized from Berger
1257,DATE,Forty three, had ,O, had seized
1258,PERSON,Roger Yorke, illegally importing ,NORP, Bolivian property
1259,GPE,Canada, under ,O, Cultural Property Export
1260,ORG,Yorke, from ,O, residence
1261,PERSON,Roger Yorke, importing ,NORP, Bolivian cultural property
1262,PERSON,Roger Yorke, illegally importing ,O, property
1263,CARDINAL,hundreds, were confiscated In ,DATE, February 1988
1264,ORG,Yorke, seizure on ,O, constitutional grounds
1265,NORP,Bolivians, act in ,PERSON, Bubba 1990
1266,CARDINAL,hundreds, were confiscated from ,PERSON, premises of Steven Berger
1267,ORG,Yorke, unsuccessfully appealed In ,O, October
1268,PERSON,Roger Yorke, was charged In ,DATE, January 1990
1269,GPE,Potosí, of department is ,O, 120 km north
1270,PERSON,Roger Yorke, importing ,NORP, Bolivian property
1271,PERSON,Roger Yorke, was ,O, charged
1272,ORG,Yorke, unsuccessfully appealed ,O, search
1273,PERSON,Roger Yorke, importing ,O, property
1274,ORG,Yorke, appealed In ,O, October
1275,ORG,Yorke, operated ,O, store
1276,GPE,New Bolivia, Journal of ,O, Cultural Property
1277,PERSON,Roger Yorke, importing property into ,DATE, Paterson 1993
1278,PERSON,Roger Yorke, importing property into ,GPE, Canada
1279,PERSON,Roger Yorke, illegally importing property into ,GPE, Canada
1280,LAW,Constitution, charged ,O, state
1281,PERSON,Roger Yorke, illegally importing property into ,PERSON, Paterson 1993
1282,PERSON,Berger, is in ,GPE, Bolivia
1283,NORP,Bolivians, act in ,O, their stead
1284,PERSON,Roger Yorke, importing property into ,PERSON, Paterson 1993
1285,CARDINAL,hundreds, were confiscated from ,O, premises
1286,ORG,Yorke, of ,O, residence
1287,CARDINAL,hundreds, were ,DATE, In February 1988 confiscated from premises
1288,PERSON,Roger Yorke, illegally importing property into ,DATE, Paterson 1993
1289,CARDINAL,hundreds, were ,PERSON, In February 1988 confiscated from premises of Steven Berger
1290,PERSON,Berger, of ,O, clients
1291,CARDINAL,one, from five is ,DATE, Lowenthal 1992
1292,ORG,Rassiga, been involved in ,LOC, later attempted sale of large looted Maya temple façade
1293,ORG,Rassiga, been involved in ,LOC, sale of Maya temple façade from site of Placeres in Mexico
1294,ORG,Rassiga, been involved in ,LOC, attempted sale of large Maya temple façade from site of Placeres
1295,ORG,Rassiga, been involved in ,LOC, attempted sale of large looted Maya temple façade from site
1296,ORG,Rassiga, been involved in ,LOC, later attempted sale of Maya temple façade from site of Placeres in Mexico
1297,PERSON,Las Bocas, been ,O, had already applied
1298,ORG,Rassiga, been involved in ,GPE, sale of temple façade from site of Placeres in Mexico
1299,PERSON,Las Bocas, became for ,PERSON, particular style of Olmec figurine
1300,ORG,Rassiga, was alleged ,LOC, have involved in sale of looted Maya temple façade from site of Placeres
1301,ORG,Rassiga, been involved in ,LOC, sale of large looted Maya temple façade from site of Placeres in Mexico
1302,PERSON,Las Bocas, been ,O, had applied to style
1303,ORG,Rassiga, was alleged ,O, have involved in sale of looted temple façade
1304,ORG,Rassiga, been involved in ,O, later sale of looted temple façade from site of Placeres
1305,ORG,Rassiga, been involved in ,LOC, later sale of large Maya temple façade from site
1306,ORG,Rassiga, been involved in ,LOC, later sale of large Maya temple façade from site of Placeres in Mexico
1307,PERSON,Las Bocas, been ,O, had already applied to particular style
1308,ORG,Rassiga, been involved in ,O, sale of looted temple façade from site of Placeres
1309,ORG,Rassiga, was ,O, alleged
1310,ORG,Rassiga, been involved in ,O, later sale of temple façade from site
1311,PERSON,Las Bocas, is of ,O, mentioned in much on subject of iconography
1312,PERSON,Las Bocas, been ,PERSON, had already applied to style of Olmec figurines
1313,ORG,Rassiga, been involved in ,O, sale of temple façade from site of Placeres
1314,ORG,Rassiga, been involved in ,O, later attempted sale of large looted temple façade
1315,PERSON,Las Bocas, became for ,O, style
1316,ORG,Rassiga, been involved in ,O, later attempted sale of looted temple façade from site of Placeres
1317,ORG,Rassiga, been involved in ,O, sale of large looted temple façade from site of Placeres
1318,ORG,Rassiga, been involved in ,O, later attempted sale of temple façade
1319,ORG,Rassiga, was alleged ,LOC, have involved in sale of looted Maya temple façade from site of Placeres in Mexico
1320,ORG,Rassiga, been involved in ,LOC, later sale of Maya temple façade from site of Placeres in Mexico
1321,PERSON,Paillés Hernández, has stated In ,O, response
1322,ORG,Rassiga, been involved in ,O, later sale of temple façade from site of Placeres
1323,ORG,Rassiga, been involved in ,O, later sale of large looted temple façade
1324,ORG,Rassiga, been involved in ,GPE, sale of looted Maya temple façade from site of Placeres in Mexico
1325,ORG,Rassiga, been involved in ,GPE, sale of large Maya temple façade from site of Placeres in Mexico
1326,ORG,Rassiga, been involved in ,O, later sale of large temple façade
1327,ORG,Rassiga, been involved in ,GPE, later sale of temple façade from site of Placeres in Mexico
1328,ORG,Rassiga, been involved in ,GPE, sale of looted temple façade from site of Placeres in Mexico
1329,ORG,Rassiga, been involved in ,GPE, sale of large looted temple façade from site of Placeres in Mexico
1330,ORG,Rassiga, been involved in ,O, later attempted sale of temple façade from site
1331,PERSON,Las Bocas, is of ,O, mentioned in much on subject
1332,ORG,Rassiga, was alleged ,O, have involved in sale of looted temple façade from site
1333,ORG,Rassiga, been involved in ,LOC, attempted sale of large looted Maya temple façade from site of Placeres
1334,ORG,Rassiga, been involved in ,LOC, sale of looted Maya temple façade
1335,ORG,Rassiga, was alleged ,LOC, have involved in sale of Maya temple façade from site of Placeres
1336,ORG,Rassiga, been involved in ,GPE, attempted sale of looted temple façade from site of Placeres in Mexico
1337,PERSON,Las Bocas, yielding ,O, objects
1338,ORG,Rassiga, been involved in ,LOC, later sale of large Maya temple façade from site of Placeres
1339,ORG,Rassiga, been involved in ,GPE, attempted sale of large temple façade from site of Placeres in Mexico
1340,ORG,Rockefeller, purchasing ,O, piece
1341,ORG,Rassiga, been involved in ,LOC, later attempted sale of large Maya temple façade
1342,ORG,Coe, being ,O, cemetery
1343,ORG,Rassiga, been involved in ,LOC, later sale of large Maya temple façade
1344,ORG,Rassiga, been involved in ,LOC, later sale of looted Maya temple façade
1345,ORG,Rassiga, was alleged ,O, have involved in sale
1346,GPE,Sweden, of ,O, National Museum
1347,ORG,Rassiga, been involved in ,GPE, attempted sale of Maya temple façade from site of Placeres in Mexico
1348,ORG,Rassiga, been involved in ,GPE, later sale of Maya temple façade from site of Placeres in Mexico
1349,ORG,Rassiga, been involved in ,O, attempted sale of looted temple façade from site of Placeres
1350,PERSON,Las Bocas, is of ,O, mentioned in much of recent literature
1351,ORG,Rassiga, been involved in ,GPE, later sale of looted Maya temple façade from site of Placeres in Mexico
1352,PERSON,Las Bocas, yielding ,O, objects of finest caliber
1353,PERSON,Las Bocas, became for ,O, particular style of figurine
1354,ORG,Rassiga, been involved in ,LOC, later attempted sale of large looted Maya temple façade from site
1355,ORG,Rassiga, was alleged ,O, have involved in sale of large temple façade from site
1356,ORG,Rassiga, been involved in ,O, later attempted sale of large temple façade from site of Placeres
1357,ORG,Rassiga, was alleged ,GPE, have involved in sale of large temple façade from site of Placeres in Mexico
1358,ORG,Rassiga, been involved in ,O, later sale of large looted temple façade from site
1359,ORG,Rassiga, been involved in ,O, sale of temple façade from site
1360,ORG,Rassiga, been involved in ,LOC, sale of Maya temple façade from site of Placeres
1361,PERSON,Las Bocas, is of ,PERSON, mentioned on subject of Olmec iconography
1362,ORG,Rassiga, was alleged ,LOC, have involved in sale of Maya temple façade
1363,ORG,Rassiga, been involved in ,LOC, attempted sale of looted Maya temple façade from site of Placeres
1364,PERSON,Las Bocas, yielding ,O, objects of caliber
1365,ORG,Rassiga, been involved in ,LOC, later sale of large looted Maya temple façade from site
1366,ORG,Rassiga, been involved in ,LOC, sale of large Maya temple façade from site
1367,ORG,Rassiga, been involved in ,GPE, sale of large looted Maya temple façade from site of Placeres in Mexico
1368,ORG,Rassiga, was alleged ,LOC, have involved in sale of large Maya temple façade
1369,ORG,Rassiga, been involved in ,O, sale of large temple façade
1370,PERSON,Las Bocas-style, ' figurine is ,DATE, Blomster 2003
1371,ORG,Rassiga, was alleged ,LOC, have involved in sale of large looted Maya temple façade from site of Placeres in Mexico
1372,ORG,Rassiga, been involved in ,LOC, later attempted sale of Maya temple façade
1373,ORG,Rassiga, been involved in ,LOC, later sale of Maya temple façade
1374,ORG,Rassiga, been involved in ,LOC, sale of large Maya temple façade
1375,PERSON,Las Bocas, gained reputation by ,O, mid 1960s
1376,ORG,Rassiga, been involved in ,GPE, sale of Maya temple façade from site of Placeres in Mexico
1377,ORG,Rassiga, was alleged ,LOC, have involved in sale of Maya temple façade from site of Placeres in Mexico
1378,ORG,Coe, refers to ,O, Las Bocas
1379,PERSON,Las Bocas, gained reputation by ,O, 1960s
1380,ORG,Rassiga, been involved in ,LOC, later attempted sale of looted Maya temple façade
1381,ORG,Rassiga, been involved in ,LOC, later sale of large looted Maya temple façade
1382,ORG,Rassiga, was alleged ,O, have involved in sale of large looted temple façade from site
1383,PERSON,Las Bocas, is of ,PERSON, mentioned in much of recent literature on subject of Olmec iconography
1384,PERSON,Las Bocas, became for ,O, style of figurine
1385,ORG,Rassiga, been involved in ,LOC, sale of large Maya temple façade from site of Placeres in Mexico
1386,ORG,Rassiga, been involved in ,O, attempted sale of temple façade from site of Placeres
1387,ORG,Rassiga, been involved in ,GPE, later sale of large looted temple façade from site of Placeres in Mexico
1388,ORG,Rassiga, been involved in ,GPE, later sale of large temple façade from site of Placeres in Mexico
1389,PERSON,Las Bocas, is of ,PERSON, mentioned in much on subject of Olmec iconography
1390,PERSON,Las Bocas, became ,O, famous
1391,PERSON,Las Bocas, been ,PERSON, had applied to style of Olmec figurines
1392,ORG,Rassiga, been involved in ,GPE, attempted sale of large looted temple façade from site of Placeres in Mexico
1393,ORG,Rassiga, been involved in ,O, sale of large temple façade from site of Placeres
1394,ORG,Rassiga, been involved in ,LOC, attempted sale of Maya temple façade from site of Placeres in Mexico
1395,ORG,Rassiga, was alleged ,O, have involved in sale of temple façade from site of Placeres
1396,PERSON,Las Bocas, been ,O, had applied to particular style
1397,ORG,Rassiga, was alleged ,O, have involved
1398,ORG,Rassiga, been involved in ,LOC, later sale of large looted Maya temple façade from site of Placeres in Mexico
1399,ORG,Rassiga, been involved in ,O, later attempted sale of large temple façade
1400,ORG,Rassiga, was alleged ,LOC, have involved in sale of large Maya temple façade from site of Placeres
1401,ORG,Rassiga, been involved in ,GPE, later attempted sale of large temple façade from site of Placeres in Mexico
1402,ORG,Rassiga, been involved in ,LOC, attempted sale of large looted Maya temple façade from site of Placeres in Mexico
1403,PERSON,Las Bocas, is of ,PERSON, mentioned in much of literature on subject of Olmec iconography
1404,PERSON,Las Bocas, subject ,O, popularity
1405,ORG,Rassiga, been involved in ,LOC, later sale of large looted Maya temple façade from site of Placeres
1406,PERSON,Las Bocas, been ,O, had applied
1407,ORG,Rassiga, been involved in ,LOC, sale of Maya temple façade from site
1408,ORG,Rassiga, was alleged ,LOC, have involved in sale of large Maya temple façade from site of Placeres in Mexico
1409,ORG,Rassiga, been involved in ,O, sale of large looted temple façade from site
1410,ORG,Rassiga, been involved in ,LOC, later attempted sale of looted Maya temple façade from site
1411,ORG,Rassiga, been involved in ,O, sale of large temple façade from site
1412,PERSON,Las Bocas, is of ,O, mentioned on subject
1413,ORG,Rassiga, been involved in ,LOC, later attempted sale of looted Maya temple façade from site of Placeres
1414,ORG,Rassiga, been involved in ,GPE, later attempted sale of temple façade from site of Placeres in Mexico
1415,ORG,Rassiga, was alleged ,O, have involved in sale of large looted temple façade from site of Placeres
1416,ORG,Rassiga, been involved in ,GPE, later sale of looted temple façade from site of Placeres in Mexico
1417,ORG,Rassiga, been involved in ,GPE, later attempted sale of large Maya temple façade from site of Placeres in Mexico
1418,ORG,Rassiga, was alleged ,GPE, have involved in sale of temple façade from site of Placeres in Mexico
1419,PERSON,Las Bocas, became for ,O, particular style
1420,ORG,Rassiga, been involved in ,LOC, sale of looted Maya temple façade from site of Placeres
1421,PERSON,Las Bocas, already gained reputation by ,O, 1960s
1422,ORG,Rassiga, been involved in ,O, sale of looted temple façade from site
1423,PERSON,Las Bocas, been ,PERSON, had applied to particular style of Olmec figurines
1424,ORG,Rassiga, been involved in ,O, later sale
1425,GPE,Mexico, from ,O, National Museum of Anthropology
1426,PERSON,Las Bocas, gained ,O, reputation
1427,ORG,Rassiga, was alleged ,GPE, have involved in sale of looted temple façade from site of Placeres in Mexico
1428,PERSON,Las Bocas, is of ,O, mentioned in much of recent archaeological literature on subject
1429,ORG,Rassiga, been involved in ,GPE, attempted sale of temple façade from site of Placeres in Mexico
1430,PERSON,Las Bocas, is of ,O, mentioned in much of archaeological literature on subject of iconography
1431,ORG,Rassiga, been involved in ,O, attempted sale of temple façade
1432,ORG,Rassiga, was alleged ,LOC, have involved in sale of Maya temple façade from site
1433,ORG,Rassiga, been involved in ,GPE, attempted sale of looted Maya temple façade from site of Placeres in Mexico
1434,ORG,Rassiga, been involved in ,GPE, sale of large temple façade from site of Placeres in Mexico
1435,ORG,Rassiga, been involved in ,GPE, later attempted sale of looted Maya temple façade from site of Placeres in Mexico
1436,PERSON,Paillés Hernández, chose Las Bocas for ,O, study
1437,ORG,Rassiga, been involved in ,O, attempted sale of large looted temple façade from site
1438,PERSON,Las Bocas, is of ,O, mentioned in much
1439,ORG,Rassiga, been involved in ,O, attempted sale of large temple façade from site
1440,ORG,Rassiga, been involved in ,O, later sale of looted temple façade from site
1441,ORG,Rassiga, been involved in ,O, attempted sale
1442,ORG,Rassiga, been involved in ,GPE, later attempted sale of large looted Maya temple façade from site of Placeres in Mexico
1443,ORG,Rassiga, been involved in ,O, later attempted sale
1444,PERSON,Las Bocas, been ,O, had already applied to particular style of figurines
1445,ORG,Rassiga, been involved in ,LOC, later attempted sale of large Maya temple façade from site
1446,PERSON,Las Bocas, already gained ,O, reputation
1447,PERSON,Las Bocas, is of ,O, mentioned in much of literature
1448,ORG,Rassiga, was alleged ,LOC, have involved in sale of looted Maya temple façade from site
